Company Name,Triggers,Description,Primary Industry,Size,Type,Location,HQ_STATE,HQ_CITY,Country,Domain,LinkedIn URL,Enrich Company,Employee Count,Founded,Follower Count,Research company ICP with AI,Confidence,Evidence Quote,Role,Has ngAbs Program,Company Research Narrative,Conference Presence,Modality Types,Antibody Trials Overview,ngAb Press Mentions (News),NA Site Classification,Record ID,Site Verdict,Lab & Process Job Openings,LinkedIn URL (Confirmed Only),Update People Search (Find people Table) - 2026-06-03T17:04:45.167Z,Contacts,data status,Share,NA Site Verdict,NA Sites Detail,Review Disposition,Review Note,Reclassify Verdict,Reclassify Evidence
Parabilis Medicines,,"Parabilis MedicinesTM is a clinical-stage biopharmaceutical company built to develop transformative medicines addressing some of the most consequential, yet historically undruggable, protein targets driving human disease. We leverage our proprietary platform to pioneer a novel therapeutic modality, Helicons, which are stabilized helical peptides engineered to bind and precisely modulate proteins that have long been beyond the reach of conventional medicines. For more information, please visit: www.parabilismed.com",Biotechnology Research,51-200 employees,Privately Held,"Cambridge, MA",MA,Cambridge,United States,parabilismed.com,https://www.linkedin.com/company/parabilis-medicines,Parabilis Medicines,190,2016,17617,Response,high,"From the May 18, 2026 Press Release: ""Parabilis Medicines today announced a strategic research collaboration with Regeneron Pharmaceuticals, Inc. to discover and develop multiple therapeutic candidates based on Parabilis’s Helicon™ peptide platform, with a particular focus on Antibody-Helicon™ Conjugates (AHCs), a novel class of therapeutics designed to target challenging and historically “undruggable” targets.""",platform company,yes,"platform company developing ADCs. Verdict: yes (confidence: high). Evidence: From the May 18, 2026 Press Release: ""Parabilis Medicines today announced a strategic research collaboration with Regeneron Pharmaceuticals, Inc. to discover and develop multiple therapeutic candidates based on Parabilis’s Helicon™ peptide platform, with a particular focus on Antibody-Helicon™ Conjugates (AHCs), a novel class of therapeutics designed to target challenging and historically “undruggable” targets."".",Response,ADCs,Response,✅ 10 Results Found,Response,recLBppboqbha42yi,confirmed,❌ No Job Found,https://www.linkedin.com/company/parabilis-medicines,People Search Updated,"Rob Guenard,Aeona Magliola,Rohin Mhatre",,,,,,,,
Spyre Therapeutics,,"Spyre Therapeutics is a clinical-stage biotechnology company that aims to create next-generation inflammatory bowel disease (IBD) and other immune-mediated disease products by combining best-in-class antibody engineering, dose optimization, and rational therapeutic combinations. Spyre's pipeline includes investigational extended half-life antibodies targeting α4β7, TL1A, and IL-23.",Biotechnology Research,51-200 employees,Public Company,"Waltham, MA",MA,Waltham,United States,spyre.com,https://www.linkedin.com/company/spyre-therapeutics,Spyre Therapeutics,116,2023,17054,Response,high,"From the Home/Approach page: ""Spyre is developing next-generation antibodies that are engineered for prolonged activity in the body and formulated for delivery as monotherapies or combination therapies."" From the Pipeline page: ""SPY001 is a novel, half-life extended monoclonal antibody targeting α4β7 for the potential treatment of IBD...""",developer,yes,"developer developing none. Verdict: yes (confidence: high). Evidence: From the Home/Approach page: ""Spyre is developing next-generation antibodies that are engineered for prolonged activity in the body and formulated for delivery as monotherapies or combination therapies."" From the Pipeline page: ""SPY001 is a novel, half-life extended monoclonal antibody targeting α4β7 for the potential treatment of IBD..."".",Response,none,Response,✅ 10 Results Found,Response,recrvLkZikqk5FoUK,confirmed,❌ No Job Found,https://www.linkedin.com/company/spyre-therapeutics,People Search Updated,"Joseph S.,Alex Delp",,,,,,,,
"Sutro Biopharma, Inc.",,"Sutro Biopharma, Inc., is relentlessly focused on the discovery and development of precisely designed cancer therapeutics to transform what science can do for patients. Sutro’s fit-for-purpose technology, including cell-free XpressCF, provides the opportunity for broader patient benefit and an improved patient experience. Sutro is advancing a robust early-stage pipeline of novel exatecan and dual-payload antibody drug conjugates (ADCs), coupled with high-value collaborations and industry partnerships, which validate its continuous product innovation. Sutro is headquartered in South San Francisco. For more information, follow Sutro on social media@Sutrobio, or visit www.sutrobio.com.",Biotechnology Research,201-500 employees,Public Company,"South San Francisco, California",California,South San Francisco,United States,sutrobio.com,https://www.linkedin.com/company/sutro-biopharma-inc-,"Sutro Biopharma, Inc.",215,2003,16266,Response,high,"From the About page: ""At Sutro, we are advancing a cutting-edge, next-generation antibody-drug conjugate (ADC) platform designed to deliver single- and dual-payload ADCs that enable meaningful breakthroughs for patients with cancer. By fully optimizing the antibody, linker, and payload, our cell-free platform produces ADCs that are engineered to improve drug exposure, reduce side effects, and expand the range of treatable tumor types. With unique capabilities in dual-payload ADCs, we aim to overcome treatment resistance and redefine what’s possible in cancer therapy.""",platform company,yes,"platform company developing ADCs, multispecific antibodies, bispecific antibodies. Verdict: yes (confidence: high). Evidence: From the About page: ""At Sutro, we are advancing a cutting-edge, next-generation antibody-drug conjugate (ADC) platform designed to deliver single- and dual-payload ADCs that enable meaningful breakthroughs for patients with cancer. By fully optimizing the antibody, linker, and payload, our cell-free platform produces ADCs that are engineered to improve drug exposure, reduce side effects, and expand the range of treatable tumor types. With unique capabilities in dual-payload ADCs, we aim to overcome treatment resistance and redefine what’s possible in cancer therapy."".",Response,"ADCs, multispecific antibodies, bispecific antibodies",Response,✅ 10 Results Found,Response,recxFGd5h3Xed7BnK,confirmed,❌ No Job Found,https://www.linkedin.com/company/sutro-biopharma-inc-,People Search Updated,,,,,,,,,
XtalPi Inc.,,"We are a quantum physics-based, AI-powered drug R&D company with the mission to revolutionize drug discovery and development by improving the speed, scale, novelty and success rate. With operations in both China and the U.S., we strive to deploy the best capabilities and resources available to us in each market to meet the needs of our customers and collaborators.

Beyond our team’s domain expertise and creative thinking, the key to our mission is the integrated technology platform, which combines the mutually informing and reinforcing cloud supercomputing-powered in silico tools and our wet lab with robotic automation, and enables discovery and development of innovative therapeutics at a pace and scale beyond traditional alternatives. We are among the pioneering AI-powered drug R&D companies in the world that have established a platform with an iterative feedback loop between quantum physics-based dry lab and wet lab capabilities, according to Frost & Sullivan. 

With our platform designed to improve dry lab calculations with experimental data generated by the wet lab and enhance the efficiency of the wet lab by insights derived from dry lab calculations, we believe that we are well positioned at this moment where the combination of AI, computing power, data and automation is becoming increasingly critical for pharmaceutical development.

Since our founding, we have received investments and support from world-renowned investors, and we believe this blue-chip shareholder base is a testament to our capabilities and prospects.",Biotechnology Research,"501-1,000 employees",Privately Held,"Cambridge, Massachusetts",Massachusetts,Cambridge,United States,xtalpi.com,https://www.linkedin.com/company/xtalpi,XtalPi Inc.,333,,16097,Response,high,From the About page: 'Created the antibody discovery platform XupremAb',platform company,yes,platform company developing ADCs. Verdict: yes (confidence: high). Evidence: From the About page: 'Created the antibody discovery platform XupremAb'.,Response,ADCs,Response,✅ 10 Results Found,Response,recJSG1JDAQm0bV99,confirmed,❌ No Job Found,https://www.linkedin.com/company/xtalpi,People Search Updated,,,,,,,,,
GenScript ProBio,,"The CDMO segment of the world's leading biotech company GenScript. GenScript ProBio has established the integrated innovative biologics CDMO platform, which mainly includes two major service areas: the field of therapeutics antibody drug and the field of gene & cell therapy. We are committed to driving innovation and accelerating the process of biologics development from target to market.",Biotechnology Research,"1,001-5,000 employees",Public Company,"Piscataway Township, New Jersey",New Jersey,Piscataway Township,United States,probiocdmo.com,https://www.linkedin.com/company/genscript-probio,ProBio,243,2020,26388,Response,high,"From the SMABody page: ""ProBio SMABody( Single-domain antibody fused to monoclonal Ab ) platform naturally combine the single domain antibody and the monoclonal antibody to make a bispecific antibody in symmetric format with good biological efficacy and good developability...SMABody Bispecific Antibody Platform is available for R&D service and co-development model.""; From the Bispecific discovery page: ""One-stop bsAb discovery solution...Over 20 bsAb discovery projects...Most advanced project is in clinical phase I...Partner with 5 companies on SMAB co-development.""; From the ADC service PDF: ""With 19 years of experience in antibody drug discovery, ProBio offers one-stop ADC discovery services to accelerate customers’ R&D speed from target to preclinical candidate(PCC)...100+ ready-to-use payload-linker conjugates...ADC Conjugation ·Lysine-based ·Cysteine-based ·Site-specific conjugation...Different biologics modalities mAb,bsAb,sdAb, antibody fragment.""; From the GenScript press release: ""LaNova Medicines leveraged ProBio’s PD-1 molecule to develop its PD-1/VEGF bispecific antibody, a key component of the LM-299 program.""; From About Us: ""ProBio, a subsidiary of GenScript, is a global CDMO offering end-to-end services from discovery to GMP for plasmids, antibodies, and cell & gene therapies.""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, ADCs, antibody fragments, BiTEs. Verdict: yes (confidence: high). Evidence: From the SMABody page: ""ProBio SMABody( Single-domain antibody fused to monoclonal Ab ) platform naturally combine the single domain antibody and the monoclonal antibody to make a bispecific antibody in symmetric format with good biological efficacy and good developability...SMABody Bispecific Antibody Platform is available for R&D service and co-development model.""; From the Bispecific discovery page: ""One-stop bsAb discovery solution...Over 20 bsAb discovery projects...Most advanced project is in clinical phase I...Partner with 5 companies on SMAB co-development.""; From the ADC service PDF: ""With 19 years of experience in antibody drug discovery, ProBio offers one-stop ADC discovery services to accelerate customers’ R&D speed from target to preclinical candidate(PCC)...100+ ready-to-use payload-linker conjugates...ADC Conjugation ·Lysine-based ·Cysteine-based ·Site-specific conjugation...Different biologics modalities mAb,bsAb,sdAb, antibody fragment.""; From the GenScript press release: ""LaNova Medicines leveraged ProBio’s PD-1 molecule to develop its PD-1/VEGF bispecific antibody, a key component of the LM-299 program.""; From About Us: ""ProBio, a subsidiary of GenScript, is a global CDMO offering end-to-end services from discovery to GMP for plasmids, antibodies, and cell & gene therapies."".",Response,"bispecific antibodies, ADCs, antibody fragments, BiTEs",Response,✅ 8 Results Found,Response,recE9NHUcIAAWJASZ,confirmed,Returned 2 Jobs,https://www.linkedin.com/company/genscript-probio,People Search Updated,,,checked,,,keep,Canonical for the ProBio dedupe; absorbs ProBio (row 157). Carry that row's contacts roster here.,,
Evergreen Theragnostics,,"Evergreen Theragnostics, established in 2019, is a leading US-based radiopharmaceutical Contract Development and Manufacturing Organization (CDMO) with deep expertise in theranostic radiopharmaceutical commercialization, manufacturing process development, and regulatory affairs management.

In 2025, Evergreen was acquired by Lantheus, the leading radiopharmaceutical-focused company",Pharmaceutical Manufacturing,51-200 employees,Privately Held,"Springfield, New Jersey",New Jersey,Springfield,United States,evergreentgn.com,https://www.linkedin.com/company/evergreentgn,Evergreen Theragnostics,58,2019,15081,Response,high,"From the Precirix partners page: ""CAM-H2 is being evaluated in a Phase I/II clinical trial targeting HER2-positive metastatic breast and gastric cancer. The novel precision therapy aims to effectively irradiate cancer lesions while sparing healthy tissue, based on its unique technology platform that leverages the favorable characteristics of single-domain antibodies."" Also: ""Evergreen will manufacture CAM-H2, an I-131 based radiopharmaceutical, at its new state-of-the-art facility in Springfield, New Jersey, USA.""",CDMO service provider,yes,"CDMO service provider developing antibody fragments, radioimmunoconjugates. Verdict: yes (confidence: high). Evidence: From the Precirix partners page: ""CAM-H2 is being evaluated in a Phase I/II clinical trial targeting HER2-positive metastatic breast and gastric cancer. The novel precision therapy aims to effectively irradiate cancer lesions while sparing healthy tissue, based on its unique technology platform that leverages the favorable characteristics of single-domain antibodies."" Also: ""Evergreen will manufacture CAM-H2, an I-131 based radiopharmaceutical, at its new state-of-the-art facility in Springfield, New Jersey, USA."".",Response,"antibody fragments, radioimmunoconjugates",Response,✅ 9 Results Found,Response,recmXWeOERcjIQcRp,confirmed,❌ No Job Found,https://www.linkedin.com/company/evergreentgn,People Search Updated,,,,,,,,,
Visterra Inc.,,"Visterra is a clinical stage biotechnology company committed to developing innovative antibody-based therapies for the treatment of patients with kidney diseases and other hard-to-treat diseases. Our proprietary technology platform enables the design and engineering of precision antibody-based product candidates that specifically bind to, and modulate, key disease targets. Applying this technology to disease targets that are not adequately addressed by traditional therapeutic approaches, we are developing a robust pipeline of novel therapies for patients with unmet needs. 

Visterra is a wholly owned subsidiary of Otsuka America, Inc., which is a U.S. holding company and a wholly owned subsidiary of Otsuka Pharmaceutical Co., Ltd. of Japan. Visterra has approximately 105 employees and is located in Waltham, Massachusetts.",Biotechnology Research,51-200 employees,Privately Held,"Waltham, Massachusetts",Massachusetts,Waltham,United States,visterrainc.com,https://www.linkedin.com/company/visterra-inc-,Visterra Inc.,133,2008,14542,Response,high,"From the Our Approach page: ""A variety of novel antibody formats are utilized to enable precise control of the target biology, including engineering multi-specific molecules, Fc-fusion proteins, and payload-conjugates.""",developer,yes,"developer developing bispecific antibodies, multispecific antibodies, ADCs, Fc-fusion proteins. Verdict: yes (confidence: high). Evidence: From the Our Approach page: ""A variety of novel antibody formats are utilized to enable precise control of the target biology, including engineering multi-specific molecules, Fc-fusion proteins, and payload-conjugates."".",Response,"bispecific antibodies, multispecific antibodies, ADCs, Fc-fusion proteins",Response,✅ 10 Results Found,Response,recoVEJu3JgjJRpna,confirmed,❌ No Job Found,https://www.linkedin.com/company/visterra-inc-,People Search Updated,,,,,,,,,
Mersana Therapeutics,,"At Mersana, we have a passion for advancing therapies to make a significant impact in the lives of people living with cancer. 

Mersana Therapeutics is a clinical-stage biopharmaceutical company focused on the development of novel antibody-drug conjugates (ADCs) and driven by the knowledge that patients are waiting for new treatment options. The company has developed proprietary cytotoxic (Dolasynthen) and immunostimulatory (Immunosynthen) ADC platforms that are generating a pipeline of wholly-owned and partnered product candidates with the potential to treat a range of cancers. Its pipeline includes XMT-1660, a Dolasynthen ADC targeting B7-H4, and XMT-2056, an Immunosynthen ADC targeting a novel epitope of human epidermal growth factor receptor 2 (HER2).",Biotechnology Research,51-200 employees,Public Company,"Cambridge, MA",MA,Cambridge,United States,wpengine.com,https://www.linkedin.com/company/mersana-therapeutics,WP Engine,1095,2010,41805,Response,high,"From the Home page: ""Mersana’s mission is to discover and develop life-changing antibody-drug conjugates for patients fighting cancer."" From the About/Technology page: ""Mersana has developed highly differentiated and innovative antibody-drug conjugate (ADC) platforms, with both cytotoxic and immunostimulatory payloads...""",developer,yes,"developer developing ADCs. Verdict: yes (confidence: high). Evidence: From the Home page: ""Mersana’s mission is to discover and develop life-changing antibody-drug conjugates for patients fighting cancer."" From the About/Technology page: ""Mersana has developed highly differentiated and innovative antibody-drug conjugate (ADC) platforms, with both cytotoxic and immunostimulatory payloads..."".",Response,ADCs,Response,✅ 10 Results Found,Response,rec3FZwslSAY3bY55,confirmed,❌ No Job Found,https://www.linkedin.com/company/mersana-therapeutics,People Search Updated,"Reddy Bollu,satya reddy",,,,,,,,
"Immunome, Inc.",,"Immunome is a clinical-stage targeted oncology company committed to developing first-in-class and best-in-class targeted therapies designed to improve outcomes for cancer patients. We are advancing an innovative portfolio of therapeutics, drawing on leadership that previously played key roles in the design, development, and commercialization of cutting-edge targeted cancer therapies, including antibody-drug conjugate therapies (ADCs). Our most advanced pipeline programs are varegacestat (formerly AL102), a gamma secretase inhibitor which is currently in a Phase 3 trial for treatment of desmoid tumors; IM-1021, a ROR1-targeted ADC which is currently in a Phase 1 trial; and IM-3050, a FAP-targeted radioligand, which recently received IND clearance. Our pipeline also includes IM-1617, IM-1335, and IM-1340, all of which are preclinical ADCs pursuing undisclosed targets with expression in multiple solid tumors.",Biotechnology Research,201-500 employees,Public Company,"Bothell, Washington",Washington,Bothell,United States,immunome.com,https://www.linkedin.com/company/immunome-inc-,"Immunome, Inc.",244,,13121,Response,high,"From the Pipeline page: ""Our most advanced pipeline programs are varegacestat (formerly AL102), a late-clinical stage gamma secretase inhibitor for treatment of desmoid tumors; IM-1021, a ROR1-targeted ADC which is currently in a Phase 1 trial; and IM-3050, a FAP-targeted radioligand, which received IND clearance in Q1 2025. Our preclinical pipeline includes IM-1617, IM-1340, and IM-1335, all of which are ADCs pursuing undisclosed targets with expression in multiple solid tumors.""",developer,yes,"developer developing ADCs, radioimmunoconjugates. Verdict: yes (confidence: high). Evidence: From the Pipeline page: ""Our most advanced pipeline programs are varegacestat (formerly AL102), a late-clinical stage gamma secretase inhibitor for treatment of desmoid tumors; IM-1021, a ROR1-targeted ADC which is currently in a Phase 1 trial; and IM-3050, a FAP-targeted radioligand, which received IND clearance in Q1 2025. Our preclinical pipeline includes IM-1617, IM-1340, and IM-1335, all of which are ADCs pursuing undisclosed targets with expression in multiple solid tumors."".",Response,"ADCs, radioimmunoconjugates",Response,✅ 10 Results Found,Response,rec9DRBeyjeRWl0Q9,confirmed,Returned 1 Jobs,https://www.linkedin.com/company/immunome-inc-,People Search Updated,,,checked,,,keep,Ellie reviewed clean.,,
Bora Biologics,,"Bora Biologics | U.S.-Based Commercial Biologics CDMO

Bora Biologics is a U.S.-based Contract Development and Manufacturing Organization (CDMO) specializing in commercial-stage biologics manufacturing and GMP drug substance production.

We support biopharma innovators with inspection-ready manufacturing, disciplined technology transfer, and scalable process execution from late-stage development through sustained commercial supply.

With more than 100 successful cGMP manufacturing batches and experience supporting over 50 biologics and biosimilars, our platform is built for regulatory durability and operational consistency.

Our focus is execution — delivering reliable, repeatable commercial manufacturing supported by robust quality systems and experienced operational leadership.

Core Capabilities
+ GMP Drug Substance Manufacturing (Mammalian and Microbial)
+ Late-Stage Clinical and Commercial Production
+ Process Validation (PPQ) and Commercial Readiness
+ Technology Transfer and Scale-Up
+ Integrated Process and Analytical Development
+ Quality Control and Quality Assurance

We manufacture monoclonal antibodies (mAbs), bispecifics, fusion proteins, recombinant proteins, and other complex biologics within FDA-registered facilities designed for commercial scalability.

U.S. Manufacturing Headquarters
San Diego, California

+ FDA-registered GMP facility
+ 130,000 sq ft GMP and R&D space
+ Commercial-scale single-use bioreactors up to 2000L (with accommodation for 5000L)
+ GMP warehouse and controlled storage
+ Dedicated GMP manufacturing suites

Taiwan Manufacturing Operations
Zhubei City, Taiwan

+ 70+ successful cGMP batches since 2014
+ cGMP-compliant facilities supporting global regulatory standards (FDA, EMA, PIC/S)
+ Integrated manufacturing and development infrastructure

At Bora Biologics, commercialization is not an endpoint — it is the operating standard.",Pharmaceutical Manufacturing,201-500 employees,Public Company,"San Diego, California",California,San Diego,United States,borabiologics.com,https://www.linkedin.com/company/bora-biologics,Bora Biologics,80,2011,3590,Response,medium,"From the Home page: ""A technology-driven Contract Development and Manufacturing Organization (CDMO), Bora Biologics specializes in mammalian and microbial development and manufacturing.""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, Fc-fusion proteins. Verdict: yes (confidence: medium). Evidence: From the Home page: ""A technology-driven Contract Development and Manufacturing Organization (CDMO), Bora Biologics specializes in mammalian and microbial development and manufacturing."".",Response,"bispecific antibodies, Fc-fusion proteins",Response,✅ 10 Results Found,Response,rec0LZ3e7KgLSnKIU,confirmed,❌ No Job Found,https://www.linkedin.com/company/bora-biologics,People Search Updated,"Miguel Carrion,Udesh de Silva,Anke Hartung,Nicole Kosina Choudhary,Phil Lee",,,,,,,,
BWXT Medical,,"BWXT Medical Ltd. manufactures custom radiopharmaceuticals, radiotherapies and medical isotopes in an 80,000-square-foot cGMP manufacturing facility in Ottawa and at the state-of-the-art commercial cyclotron facility within TRIUMF, Canada’s particle acceleration centre. BWXT Medical Ltd. is a subsidiary of BWX Technologies, Inc. (NYSE: BWXT). BWXT is a manufacturing and engineering innovator that provides safe and effective nuclear solutions for global security, clean energy, environmental restoration, nuclear medicine and space exploration. For more information, visit www.bwxt.com. Follow us on LinkedIn, X, Facebook and Instagram.",Pharmaceutical Manufacturing,201-500 employees,Public Company,"Kanata, Ontario",Ontario,Kanata,Canada,bwxtmedical.com,https://www.linkedin.com/company/bwxt-medical-ltd,BWXT,4180,,75949,Response,high,"From Contract Manufacturing Services PDF: ""Complex radiochemistry and radiolabeling expertise... Develop and manufacture radiochemicals and APIs suited to your needs... Radiopharmaceutical unit doses in a variety of configurations""; From Product Pipeline page: ""Selected products currently in development include: Target Delivery System... Lutetium-177... Lead-203""; From BWXT press release (DMF): ""Ac-225 is an alpha-emitting isotope used in targeted alpha therapies (TATs) that combine the isotope with specific tumor-seeking targeting vectors... An active DMF enables clinical investigators or pharmaceutical companies to reference the filing"".",CDMO service provider,yes,"CDMO service provider developing radioimmunoconjugates. Verdict: yes (confidence: high). Evidence: From Contract Manufacturing Services PDF: ""Complex radiochemistry and radiolabeling expertise... Develop and manufacture radiochemicals and APIs suited to your needs... Radiopharmaceutical unit doses in a variety of configurations""; From Product Pipeline page: ""Selected products currently in development include: Target Delivery System... Lutetium-177... Lead-203""; From BWXT press release (DMF): ""Ac-225 is an alpha-emitting isotope used in targeted alpha therapies (TATs) that combine the isotope with specific tumor-seeking targeting vectors... An active DMF enables clinical investigators or pharmaceutical companies to reference the filing""..",Response,radioimmunoconjugates,Response,✅ 10 Results Found,Response,recpQaIDOzyGQIEdv,confirmed,❌ No Job Found,https://www.linkedin.com/company/bwxt-medical-ltd,People Search Updated,,,,,,,,,
Gallus BioPharmaceuticals,,"September 30, 2014 - Gallus BioPharmaceuticals, LLC has been acquired by DPx Holdings B.V., privately owned by JLL Partners and Royal DSM and the parent company of Patheon.  Patheon’s biologic drug substance business, a unit of DPx Holdings, now spans four global facilities in Europe, Australia and North America and includes more than 550 employees.

Please visit the Patheon LinkedIn page to learn more about our expanded capabilities and to follow Patheon.
Visit our website at http://www.Patheon.com",Biotechnology Research,201-500 employees,Privately Held,"St. Louis, MO",MO,St. Louis,United States,patheon.com,https://www.linkedin.com/company/gallus-biopharmaceuticals,Patheon,2082,,83798,Response,high,"From the Upstream process development page: 'we specialize in the development of monoclonal antibodies (mAbs), bispecific antibodies, Fc fusion, enzymes, recombinant proteins, and many other complex molecules.'; From the Biologics CDMO Services page: 'Can you manufacture bispecific and fc-fusion based biologics? Yes, approximately 32% of projects successfully completed have been for bispecific, fc-fusion, and enzymatic molecules.'",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, Fc-fusion proteins. Verdict: yes (confidence: high). Evidence: From the Upstream process development page: 'we specialize in the development of monoclonal antibodies (mAbs), bispecific antibodies, Fc fusion, enzymes, recombinant proteins, and many other complex molecules.'; From the Biologics CDMO Services page: 'Can you manufacture bispecific and fc-fusion based biologics? Yes, approximately 32% of projects successfully completed have been for bispecific, fc-fusion, and enzymatic molecules.'.",Response,"bispecific antibodies, Fc-fusion proteins",Response,✅ 1 Results Found,Response,recRtkvraJzlZ8iOf,confirmed,❌ No Job Found,https://www.linkedin.com/company/gallus-biopharmaceuticals,People Search Updated,,,,,,,,,
"Pfanstiehl, Inc.",,"For over 100 years, Pfanstiehl has been manufacturing High Purity Low Endotoxin Low Metals (HPLE-LM) Injectable parenteral excipient grade Carbohydrates, Amino Acids, and Buffer Salts insuring the safety and stability of the world's pharmaceuticals and vaccines.",Pharmaceutical Manufacturing,51-200 employees,Privately Held,"Waukegan, IL",IL,Waukegan,United States,pfanstiehl.com,https://www.linkedin.com/company/pfanstiehl-inc-,"Pfanstiehl, Inc.",105,1919,2361,Response,high,"From Custom ADC Linker Manufacturing page: ""Pfanstiehl’s high-quality Good Manufacturing Practice (GMP) services for ADC linkers ensure the highest standards, supporting both therapeutic success and regulatory compliance for these life-changing treatments.""; From Bispecific & Trispecific Antibody Formulations page: ""Pfanstiehl Excipient Solutions for Complex Bispecific or Trispecific Antibody Formulations""; From Complex Chemistry Solutions page: ""ADC Toxins and Linkers... Pfanstiehl is at the forefront of providing custom solutions for ADC toxins and linkers.""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, trispecific antibodies, ADCs. Verdict: yes (confidence: high). Evidence: From Custom ADC Linker Manufacturing page: ""Pfanstiehl’s high-quality Good Manufacturing Practice (GMP) services for ADC linkers ensure the highest standards, supporting both therapeutic success and regulatory compliance for these life-changing treatments.""; From Bispecific & Trispecific Antibody Formulations page: ""Pfanstiehl Excipient Solutions for Complex Bispecific or Trispecific Antibody Formulations""; From Complex Chemistry Solutions page: ""ADC Toxins and Linkers... Pfanstiehl is at the forefront of providing custom solutions for ADC toxins and linkers."".",Response,"bispecific antibodies, trispecific antibodies, ADCs",Response,✅ 3 Results Found,Response,recyz1bMN1jXvnZV4,confirmed,❌ No Job Found,https://www.linkedin.com/company/pfanstiehl-inc-,People Search Updated,,,,,,,,,
AVS Bio,,"AVS Bio | Biologics Start Here

For more than 60 years, AVS Bio has been a trusted partner in scientific innovation, providing core biological materials and services that fuel breakthroughs in human, animal, and environmental health.

We deliver more than reagents, we deliver discovery. From SPF eggs and avian reagents to antibodies, proteins, and custom biologics services, our solutions support researchers, developers, and manufacturers worldwide.

What we offer:
• Avian Products & Biologicals: SPF eggs, avian reagents, and antigens for research and diagnostics
• Antibodies & Proteins:  engineered and optimized for immunology, diagnostics, and therapeutics
• Custom Biologics Services:  immunization, antibody discovery, protein engineering, and development support

Why AVS Bio?
• Experience you can trust: 60+ years of expertise, USDA-licensed products, and reliable large-scale production
• Flexible & scalable:  support tailored to your needs, from small projects to full development partnerships
• Scientific rigor:  more than a supplier, we are a partner advancing innovation with deep technical expertise

At AVS Bio, we believe the future of health innovation starts with the right biological tools and true collaboration. Let’s work together to accelerate discovery and bring new solutions to life.",Pharmaceutical Manufacturing,201-500 employees,Privately Held,"Norwich, CT",CT,Norwich,United States,avsbio.com,https://www.linkedin.com/company/avsbio,AVS Bio,136,1961,1827,Response,high,"From the Protein Production & Purification page: ""AVS Bio delivers high-quality recombinant proteins—from simple antigens to complex enzymes and advanced antibody formats (mono-, bi-, tri-, and multi-specific).""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, multispecific antibodies, trispecific antibodies, antibody fragments, BiTEs. Verdict: yes (confidence: high). Evidence: From the Protein Production & Purification page: ""AVS Bio delivers high-quality recombinant proteins—from simple antigens to complex enzymes and advanced antibody formats (mono-, bi-, tri-, and multi-specific)."".",Response,"bispecific antibodies, multispecific antibodies, trispecific antibodies, antibody fragments, BiTEs",Response,✅ 10 Results Found,Response,recuy6oMbqeIcEEbP,confirmed,❌ No Job Found,https://www.linkedin.com/company/avsbio,People Search Updated,,,,,,,,,
"Oso BioPharmaceuticals Manufacturing, LLC",,"OSO BioPharmaceutical Manufacturing, LLC, a Division of Albany Molecular Research (AMRI) is a contract manufacturing organization (CMO) focusing on biologic and pharmaceutical injectables. OsoBio specializes in products requiring complex handling, including low-volume products and potent compounds. Responsiveness, attention to detail and clear communication are the hallmarks of our customer care. 

OsoBio surpasses quality-assurance expectations within our industry. Our employees are industry veterans who provide innovative solutions to our clients’ most difficult projects. 

To learn more about our company and the value we offer customers, visit www.OsoBio.com.

OsoBio in the News:
Members of OsoBio’s leadership and scientific staff often publish articles or are cited as professional sources through a number of media outlets in the pharmaceutical industry. Read them and recent news from our company at www.osobio.com/about-articles",Pharmaceutical Manufacturing,201-500 employees,Privately Held,"Albuquerque, NM",NM,Albuquerque,United States,osobio.com,https://www.linkedin.com/company/oso-biopharmaceuticals-manufacturing-llc,Curia,3398,,109415,Response,medium,"From the AMRI / PR Newswire press release: ""OsoBio's core capabilities include liquid fill and lyophilized products, highly potent compounds, cytotoxics, proteins and peptides, monoclonal antibodies, vaccines, liposomal suspensions and controlled substances.""",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: medium). Evidence: From the AMRI / PR Newswire press release: ""OsoBio's core capabilities include liquid fill and lyophilized products, highly potent compounds, cytotoxics, proteins and peptides, monoclonal antibodies, vaccines, liposomal suspensions and controlled substances."".",Response,ADCs,Response,❌ No Results Found,Response,recfbUpJmWAadLA4R,confirmed,❌ No Job Found,https://www.linkedin.com/company/oso-biopharmaceuticals-manufacturing-llc,People Search Updated,,,,,,,,,
